26,12,2,18
26,13,2,17
26,15,5,10
26,17,1,19
26,20,7,12
27,2,4,49
27,3,4,37
27,6,5,12
27,7,4,47
27,8,0,53
27,10,10,49
27,11,5,34
27,12,9,55
27,13,9,17
27,17,5,14
28,5,0,15
28,6,10,11
28,7,9,23
28,8,4,25
28,10,7,19
28,13,10,19
28,15,8,20
28,17,9,24
28,19,7,16
28,20,4,16
29,0,4,69
29,1,6,13
29,3,2,71
29,4,10,61
29,5,7,73
29,10,8,16
29,11,4,65
29,13,2,14
29,14,7,74
29,20,10,16
30,1,8,66
30,2,5,59
30,4,1,21
30,8,1,18
30,10,5,11
30,11,7,50
30,12,0,55
30,17,1,21
30,18,1,62
30,19,1,75
31,0,6,43
31,1,6,14
31,4,10,23
31,5,10,59
31,6,10,14
31,11,4,16
31,12,7,39
31,15,10,61
31,19,2,13
31,20,9,35
32,0,3,42
32,3,3,13
32,4,7,38
32,5,10,40
32,8,8,18
32,10,8,47
32,11,5,18
32,16,9,41
32,18,8,27
32,19,1,28
33,1,4,21
33,3,8,14
33,4,7,19
33,8,1,13
33,12,5,24
33,13,8,14
33,15,5,14
33,16,6,24
33,17,7,15
33,18,4,13
34,0,4,33
34,1,5,32
34,4,7,50
34,5,10,35
34,7,4,48
34,8,7,48
34,10,10,60
34,11,5,53
34,14,6,22
34,19,10,42
35,0,8,21
35,1,2,20
35,4,7,11
35,12,8,53
35,14,8,39
35,16,2,23
35,17,1,61
35,18,8,20
35,19,5,55
35,20,2,48
36,0,5,13
36,2,0,10
36,4,10,19
36,5,1,17
36,10,0,20
36,11,6,16
36,12,3,16
36,13,4,17
36,15,5,11
36,17,10,16
37,1,5,11
37,2,0,22
37,6,1,14
37,7,9,24
37,8,6,15
37,10,2,24
37,13,8,18
37,14,3,20
37,15,10,17
37,19,2,22
38,0,9,11
38,1,2,10
38,2,8,12
38,4,7,11
38,6,3,11
38,8,8,12
38,11,10,12
38,13,3,11
38,15,9,13
38,19,1,12
39,0,8,28
39,1,7,21
39,4,8,20
39,8,9,34
39,9,9,15
39,10,8,38
39,11,8,21
39,15,5,27
39,18,4,15
39,19,4,34
40,1,4,23
40,2,3,28
40,3,3,21
40,4,4,25
40,5,1,38
40,6,5,37
40,8,10,32
40,11,0,37
40,12,2,34
40,16,0,32
41,0,3,15
41,1,2,19
41,4,9,53
41,5,1,52
41,14,10,18
41,15,10,19
41,16,2,38
41,17,0,45
41,18,7,27
41,20,0,11
42,0,1,12
42,1,3,10
42,2,3,14
42,4,1,13
42,5,10,10
42,11,8,14
42,14,7,10
42,16,6,17
42,18,1,19
42,19,1,19
43,1,7,61
43,2,7,72
43,5,10,56
43,6,2,62
43,8,1,19
43,9,10,41
43,10,4,69
43,15,5,45
43,16,9,69
43,18,2,42
44,0,10,27
44,1,0,28
44,2,2,25
44,5,8,20
44,6,5,23
44,7,10,22
44,8,2,34
44,9,9,16
44,17,7,25
44,18,5,21
45,2,5,15
45,7,1,23
45,8,7,27
45,10,7,19
45,11,10,11
45,13,8,22
45,14,10,11
45,17,7,18
45,18,2,17
45,19,0,29
46,0,5,27
46,8,7,29
46,9,3,12
46,11,8,11
46,12,6,26
46,13,0,14
46,14,1,22
46,15,3,19
46,16,9,33
46,20,7,25
47,0,2,19
47,2,8,39
47,9,9,20
47,11,5,56
47,13,0,49
47,14,1,25
47,15,1,69
47,17,7,53
47,18,7,59
47,19,0,52
48,2,5,16
48,3,5,11
48,4,6,14
48,5,1,18
48,7,5,57
48,8,5,41
48,9,8,39
48,10,6,21
48,17,1,44
48,18,0,46
49,1,5,43
49,3,8,28
49,4,0,32
49,5,2,11
49,6,10,24
49,7,4,23
49,9,3,31
49,13,3,38
49,16,0,15
49,19,1,19
50,0,6,59
50,1,7,49
50,5,1,19
50,7,1,31
50,8,7,12
50,12,1,53
50,13,2,27
50,14,2,60
50,15,9,20
50,16,10,33
51,0,6,71
51,3,4,65
51,4,7,72
51,5,9,23
51,8,0,36
51,10,1,16
51,15,2,78
51,16,6,57
51,18,10,26
51,19,4,45
52,1,10,13
52,3,8,32
52,7,5,26
52,9,4,22
52,11,9,13
52,12,3,26
52,15,7,31
52,16,3,22
52,17,1,26
52,19,5,14
53,0,7,11
53,1,3,10
53,8,1,10
53,9,10,10
53,12,4,10
53,15,1,11
53,17,3,10
53,18,7,11
53,19,5,11
53,20,3,10
54,2,1,12
54,4,0,18
54,7,0,17
54,9,6,23
54,11,5,19
54,12,3,25
54,13,8,20
54,14,2,19
54,19,6,10
54,20,2,16
55,2,5,24
55,3,9,18
55,4,9,20
55,9,4,42
55,11,10,15
55,14,0,40
55,15,4,12
55,16,1,40
55,17,1,27
55,18,3,38
56,1,6,77
56,3,10,44
56,4,1,47
56,5,2,62
56,6,4,78
56,9,9,74
56,15,0,48
56,17,3,71
56,19,3,43
56,20,4,38
57,3,3,18
57,4,7,10
57,5,3,13
57,8,3,17
57,9,10,10
57,11,8,13
57,13,2,18
57,16,9,13
57,17,9,14
57,20,4,18
58,4,5,10
58,5,0,13
58,6,4,13
58,11,1,13
58,12,7,11
58,14,5,11
58,15,7,14
58,16,8,11
58,17,0,11
58,19,9,13
59,1,0,27
59,2,10,50
59,3,2,47
59,9,8,47
59,10,5,36
59,12,2,14
59,14,4,53
59,15,9,56
59,16,4,54
59,17,1,60
60,3,3,33
60,5,7,24
60,6,9,20
60,7,4,30
60,9,5,20
60,13,1,19
60,14,0,18
60,17,9,14
60,18,2,22
60,19,10,17
61,0,7,31
61,1,8,12
61,2,1,37
61,5,7,38
61,8,5,13
61,9,0,35
61,14,0,13
61,15,4,33
61,17,8,32
61,20,0,12
62,0,2,11
62,1,2,13
62,4,0,14
62,7,1,11
62,9,0,12
62,10,10,14
62,11,8,14
62,12,9,10
62,17,2,11
62,18,2,12
63,0,6,27
63,5,7,63
63,6,10,63
63,7,7,42
63,9,10,55
63,11,8,50
63,12,3,10
63,16,1,41
63,17,1,23
63,19,6,38
64,1,3,12
64,2,0,20
64,3,9,12
64,4,5,27
64,7,3,27
64,8,8,27
64,11,2,25
64,14,3,26
64,15,7,14
64,16,8,13
65,1,2,14
65,2,9,47
65,3,5,41
65,5,2,24
65,6,0,43
65,8,2,38
65,11,0,23
65,13,9,41
65,16,6,39
65,18,6,33
66,1,9,20
66,3,4,20
66,6,9,19
66,11,10,48
66,12,7,15
66,15,7,45
66,16,5,28
66,18,6,12
66,19,10,13
66,20,8,47
67,0,6,42
67,1,1,54
67,7,4,24
67,8,4,17
67,9,7,15
67,11,10,67
67,17,6,50
67,18,3,22
67,19,4,15
67,20,1,45
68,2,7,17
68,3,6,11
68,4,0,22
68,6,6,14
68,12,9,10
68,14,0,19
68,16,4,12
68,17,1,12
68,19,9,14
68,20,8,20
69,0,0,11
69,1,4,11
69,2,8,13
69,4,6,15
69,7,5,14
69,8,10,15
69,9,0,11
69,11,6,15
69,14,4,11
69,17,2,11
70,1,6,10
70,4,6,16
70,9,9,56
70,10,7,49
70,13,8,56
70,14,4,25
70,16,5,14
70,17,9,47
70,18,2,57
70,19,7,55
71,0,5,38
71,3,8,44
71,5,3,11
71,6,1,50
71,10,5,44
71,11,9,22
71,12,0,31
71,13,8,45
71,19,8,16
71,20,0,44
72,0,3,37
72,2,10,46
72,4,7,34
72,5,5,13
72,8,4,13
72,10,9,55
72,13,10,34
72,14,6,34
72,17,4,22
72,19,10,22
73,0,8,39
73,3,3,19
73,7,6,28
73,8,5,57
73,9,9,70
73,11,7,24
73,12,0,44
73,15,10,19
73,16,2,20
73,17,3,63
74,1,5,24
74,2,10,42
74,3,10,26
74,6,9,54
74,10,1,36
74,11,0,16
74,14,4,20
74,16,3,11
74,17,2,11
74,20,10,38
75,0,8,22
75,1,5,28
75,2,2,19
75,3,9,24
75,4,2,26
75,5,2,13
75,7,3,22
75,9,1,13
75,12,9,19
75,13,0,17
76,0,1,35
76,1,8,43
76,2,3,52
76,4,10,30
76,6,0,45
76,8,3,51
76,14,3,42
76,17,9,25
76,19,6,50
76,20,9,34
77,2,1,14
77,3,1,20
77,5,4,28
77,6,9,29
77,7,8,13
77,13,3,26
77,15,5,17
77,16,9,11
77,17,5,26
77,20,5,30
78,1,4,11
78,3,2,23
78,5,1,13
78,6,9,12
78,11,9,20
78,12,8,22
78,13,0,11
78,16,10,17
78,19,10,16
78,20,6,21
79,1,9,45
79,5,8,38
79,7,8,43
79,8,2,29
79,10,5,44
79,11,6,41
79,12,0,48
79,13,3,51
79,16,6,41
79,20,4,41
80,0,9,29
80,2,10,56
80,3,10,63
80,5,0,12
80,9,3,41
80,12,7,19
80,13,4,28
80,14,8,37
80,19,0,51
80,20,5,62
81,0,7,56
81,3,3,19
81,4,9,28
81,5,0,66
81,6,9,39
81,8,9,48
81,11,2,24
81,16,0,50
81,19,1,17
81,20,2,62
82,1,6,30
82,2,1,45
82,3,5,26
82,8,7,14
82,10,6,36
82,12,2,38
82,13,6,28
82,14,3,26
82,16,7,50
82,20,9,39
83,0,6,12
83,1,5,40
83,2,5,46
83,4,0,30
83,5,6,11
83,6,0,49
83,8,2,20
83,12,10,41
83,14,0,11
83,16,6,32
84,0,3,32
84,1,6,43
84,5,4,17
84,7,5,37
84,8,8,50
84,11,4,40
84,13,5,29
84,14,7,44
84,17,8,13
84,20,4,32
85,5,2,23
85,6,2,10
85,8,10,31
85,9,3,31
85,10,2,11
85,11,7,25
85,12,5,16
85,14,2,32
85,15,10,20
85,16,9,27
86,5,6,22
86,6,9,25
86,7,7,21
86,11,10,16
86,12,4,15
86,13,6,25
86,14,3,12
86,17,7,18
86,19,5,15
86,20,0,17
87,0,8,11
87,1,10,11
87,2,6,10
87,3,0,10
87,4,2,11
87,5,6,11
87,7,4,10
87,13,9,10
87,17,1,10
87,18,0,11
88,4,6,21
88,6,2,15
88,7,10,11
88,8,2,13
88,9,8,20
88,10,8,23
88,12,5,23
88,17,4,18
88,19,2,18
88,20,2,13
89,4,0,43
89,6,10,34
89,8,10,47
89,9,7,34
89,10,4,12
89,11,0,21
89,13,3,29
89,18,10,20
89,19,9,19
89,20,5,22
90,0,7,21
90,1,6,30
90,5,7,12
90,9,2,17
90,10,5,10
90,11,7,52
90,12,5,42
90,15,0,64
90,18,5,25
90,20,1,55
91,0,10,10
91,1,4,16
91,2,7,15
91,5,3,16
91,8,0,18
91,9,3,13
91,12,4,11
91,14,5,14
91,15,7,17
91,20,8,11
92,0,3,14
92,4,3,42
92,5,5,23
92,6,2,20
92,7,5,31
92,10,2,39
92,15,6,10
92,17,3,13
92,18,2,31
92,19,8,43
93,0,0,38
93,2,3,13
93,3,3,27
93,9,0,29
93,10,8,25
93,13,3,22
93,14,0,38
93,15,6,26
93,16,10,24
93,18,8,18
94,0,2,10
94,1,5,14
94,2,7,10
94,4,5,10
94,5,1,13
94,7,6,10
94,11,8,10
94,14,3,10
94,18,8,13
94,19,1,10
95,2,0,13
95,3,2,12
95,4,8,15
95,6,3,11
95,9,10,10
95,12,4,13
95,13,7,13
95,15,6,12
95,16,3,11
95,18,5,15
96,0,3,45
96,1,2,43
96,5,9,11
96,7,3,30
96,10,3,43
96,11,2,53
96,13,6,40
96,15,5,30
96,16,1,51
96,18,5,50
97,3,5,39
97,5,0,16
97,7,6,24
97,8,0,24
97,10,3,31
97,12,1,21
97,14,9,41
97,15,0,41
97,17,10,34
97,20,9,14
98,1,3,24
98,2,0,12
98,8,4,10
98,10,7,18
98,11,10,23
98,14,2,20
98,15,0,22
98,16,1,19
98,18,1,12
98,19,3,28
99,0,8,12
99,1,7,33
99,2,8,30
99,5,3,17
99,7,1,25
99,8,6,15
99,11,6,29
99,18,7,16
99,19,2,31
99,20,1,37
100,0,1,36
100,1,10,46
100,4,0,41
100,5,4,20
100,11,9,32
100,13,7,35
100,17,0,34
100,18,7,28
100,19,9,28
100,20,3,47
101,1,3,52
101,4,2,11
101,5,9,52
101,6,10,15
101,8,4,63
101,10,6,35
101,11,6,28
101,12,10,34
101,13,3,14
101,14,9,73
102,0,6,19
102,1,0,47
102,4,3,55
102,6,8,73
102,9,8,31
102,12,2,73
102,13,7,14
102,15,7,18
102,16,2,17
102,17,8,79
103,0,1,48
103,1,8,13
103,4,7,48
103,6,10,67
103,8,4,42
103,10,3,62
103,13,8,69
103,16,7,43
103,18,9,46
103,20,8,13
104,0,3,12
104,5,10,14
104,9,10,11
104,14,3,14
104,15,6,37
104,16,5,37
104,17,7,16
104,18,4,25
104,19,4,23
104,20,9,27
105,0,0,17
105,1,2,14
105,3,3,10
105,4,3,11
105,5,10,19
105,6,9,12
105,9,7,12
105,15,7,11
105,19,2,12
105,20,10,16
106,0,0,22
106,1,6,19
106,3,9,14
106,6,4,25
106,8,6,23
106,10,3,13
106,16,6,23
106,18,3,16
106,19,7,22
106,20,0,16
107,2,2,29
107,7,10,21
107,8,5,16
107,9,5,27
107,10,9,14
107,11,3,24
107,12,5,11
107,14,1,29
107,16,2,13
107,17,10,15
108,0,10,16
108,1,0,13
108,2,9,17
108,4,0,11
108,5,8,19
108,6,9,15
108,7,2,16
108,12,8,19
108,17,9,19
108,18,3,10
109,1,6,68
109,2,1,16
109,6,4,52
109,7,5,67
109,12,3,10
109,13,4,67
109,14,3,21
109,18,5,42
109,19,1,15
109,20,9,61
110,1,2,29
110,4,6,49
110,5,5,55
110,8,5,30
110,9,10,29
110,11,5,39
110,14,2,12
110,15,1,45
110,19,10,38
110,20,5,19
111,0,5,52
111,4,2,24
111,5,2,17
111,6,3,27
111,7,2,35
111,8,0,18
111,12,4,42
111,13,7,27
111,14,7,33
111,17,1,52
112,0,3,68
112,2,7,21
112,3,3,32
112,5,0,48
112,6,0,60
112,9,6,18
112,11,8,41
112,15,10,15
112,17,7,26
112,19,5,65
113,0,7,35
113,1,8,32
113,4,6,19
113,9,2,15
113,10,9,22
113,11,0,36
113,14,7,15
113,16,4,38
113,19,1,34
113,20,5,39
114,0,4,39
114,1,5,13
114,4,1,56
114,8,7,20
114,11,9,21
114,13,7,21
114,14,3,55
114,16,7,60
114,17,7,43
114,19,0,17
115,1,4,45
115,4,6,39
115,7,3,19
115,8,2,65
115,9,0,60
115,11,5,29
115,12,0,20
115,14,8,71
115,15,8,66
115,17,0,66
116,0,8,63
116,1,2,59
116,2,8,28
116,7,7,35
116,9,2,41
116,10,1,65
116,11,1,57
116,13,9,50
116,14,10,15
116,18,10,19
117,0,0,14
117,4,0,12
117,7,6,14
117,11,4,14
117,13,9,11
117,14,0,12
117,15,4,15
117,16,1,12
117,17,2,15
117,18,8,12
118,0,10,12
118,1,6,16
118,3,9,18
118,6,5,24
118,9,3,23
118,11,5,16
118,16,4,29
118,17,9,22
118,19,5,24
118,20,8,10
119,6,5,16
119,8,6,32
119,9,10,76
119,10,9,56
119,11,1,16
119,12,8,27
119,13,3,33
119,18,3,63
119,19,10,70
119,20,0,73
120,0,2,21
120,1,5,21
120,3,2,11
120,5,0,25
120,7,2,25
120,10,1,13
120,11,8,23
120,14,9,42
120,16,10,40
120,20,9,35
121,2,6,14
121,4,7,11
121,6,6,34
121,7,5,13
121,8,4,33
121,11,7,28
121,14,6,31
121,15,0,10
121,18,2,44
121,19,1,38
122,3,0,18
122,5,7,26
122,9,5,10
122,10,5,25
122,11,2,10
122,12,10,27
122,13,1,19
122,14,9,20
122,17,9,11
122,19,5,28
123,0,8,18
123,3,2,58
123,9,0,21
123,10,4,46
123,11,3,45
123,12,1,48
123,13,8,42
123,14,6,43
123,17,4,15
123,18,2,34
124,0,4,19
124,3,8,36
124,9,6,33
124,10,9,36
124,14,1,29
124,15,3,12
124,16,8,10
124,18,2,14
124,19,0,15
124,20,4,45
125,1,8,22
125,2,3,25
125,4,0,10
125,5,5,18
125,6,5,13
125,7,8,34
125,8,0,33
125,9,9,11
125,17,2,24
125,18,0,15
126,0,2,54
126,2,8,27
126,3,9,44
126,5,5,53
126,6,6,42
126,7,7,31
126,9,1,12
126,10,0,61
126,16,2,31
126,20,2,18
127,0,2,12
127,3,6,12
127,7,4,21
127,8,0,13
127,11,8,15
127,13,6,10
127,14,0,19
127,16,5,22
127,17,8,17
127,20,2,19
128,0,7,10
128,1,7,31
128,6,5,18
128,9,10,53
128,10,4,54
128,11,4,32
128,17,0,34
128,18,3,29
128,19,10,60
128,20,6,41
129,0,8,17
129,1,7,58
129,2,2,17
129,3,4,44
129,4,5,54
129,5,7,47
129,6,5,43
129,7,10,54
129,14,7,12
129,18,5,68
130,0,7,14
130,4,4,17
130,5,7,11
130,8,3,20
130,9,0,14
130,11,0,11
130,12,7,16
130,13,5,16
130,19,0,20
130,20,0,11
131,2,6,14
131,3,6,14
131,8,9,14
131,11,6,14
131,12,9,11
131,13,3,16
131,14,3,12
131,17,10,15
131,18,6,15
131,19,8,14
132,1,8,12
132,5,6,18
132,6,6,14
132,9,8,42
132,10,5,13
132,11,8,31
132,12,7,15
132,16,0,33
132,18,3,29
132,20,4,40
133,2,7,11
133,3,0,32
133,5,1,31
133,6,8,25
133,7,7,23
133,13,3,29
133,16,0,35
133,17,10,22
133,19,10,40
133,20,5,16
134,4,9,18
134,6,4,13
134,7,4,10
134,8,4,25
134,10,8,18
134,11,0,13
134,12,7,27
134,14,9,12
134,15,0,27
134,16,1,10
135,2,4,17
135,3,7,12
135,4,10,18
135,5,9,17
135,6,7,39
135,7,3,39
135,9,0,49
135,13,6,22
135,16,10,18
135,19,6,36
136,0,2,32
136,4,9,37
136,5,8,26
136,6,0,50
136,9,1,37
136,10,8,22
136,13,1,28
136,15,4,42
136,16,3,20
136,20,7,29
137,0,0,31
137,6,8,25
137,7,4,19
137,8,2,28
137,10,6,14
137,11,5,52
137,13,4,53
137,15,7,56
137,16,2,44
137,19,2,66
138,0,8,12
138,3,2,23
138,4,1,37
138,5,7,22
138,6,4,22
138,7,2,44
138,8,10,11
138,10,1,23
138,13,4,26
138,19,0,49
139,0,7,23
139,1,4,14
139,3,3,21
139,4,6,19
139,7,4,13
139,8,8,13
139,9,2,19
139,14,5,18
139,16,5,17
139,19,6,13
140,2,4,10
140,6,7,10
140,9,1,10
140,10,6,10
140,12,9,10
140,13,1,10
140,14,0,10
140,15,5,10
140,17,6,10
140,19,4,10
141,3,9,16
141,4,0,30
141,5,2,32
141,7,0,40
141,8,3,65
141,9,6,42
141,10,6,51
141,11,3,12
141,13,9,32
141,19,9,34
142,1,7,15
142,4,7,57
142,6,9,62
142,7,10,43
142,10,8,32
142,13,6,57
142,15,3,40
142,16,4,17
142,18,3,38
142,19,10,48
143,0,1,44
143,1,9,10
143,2,3,28
143,3,9,40
143,4,1,39
143,7,0,35
143,8,8,14
143,13,5,46
143,15,2,39
143,17,6,23
144,0,1,15
144,4,3,21
144,5,2,10
144,6,5,16
144,13,0,23
144,15,0,17
144,16,0,14
144,17,2,10
144,18,10,24
144,20,7,24
145,0,8,17
145,2,1,16
145,3,8,18
145,4,10,11
145,8,6,19
145,9,7,11
145,10,5,13
145,13,7,12
145,15,5,17
145,19,0,21
146,0,0,12
146,2,3,12
146,9,9,12
146,11,9,13
146,12,10,12
146,13,5,13
146,14,5,10
146,18,7,12
146,19,7,10
146,20,9,14
147,0,8,34
147,3,4,26
147,6,7,57
147,7,10,69
147,9,10,43
147,11,1,49
147,13,6,45
147,14,9,37
147,15,9,24
147,18,7,22
148,0,3,43
148,2,0,11
148,4,6,39
148,8,3,32
148,10,8,24
148,12,3,20
148,14,8,32
148,15,4,43
148,16,8,39
148,20,5,30
149,3,9,47
149,4,6,11
149,5,8,37
149,7,6,26
149,8,3,17
149,12,8,17
149,14,10,48
149,16,10,11
149,17,2,29
149,20,4,58
150,1,7,15
150,3,1,11
150,5,0,10
150,8,7,14
150,10,5,15
150,11,0,11
150,13,7,10
150,14,5,12
150,17,4,12
150,18,1,11
151,2,10,15
151,3,2,21
151,4,1,36
151,6,10,52
151,9,4,45
151,12,9,16
151,13,0,20
151,16,0,25
151,17,7,19
151,20,3,44
152,1,10,11
152,2,10,26
152,4,4,20
152,9,9,22
152,10,6,12
152,11,0,30
152,13,9,26
152,16,10,20
152,17,7,28
152,19,6,16
153,0,0,55
153,1,2,53
153,3,7,43
153,5,10,40
153,9,9,40
153,13,3,60
153,14,3,68
153,15,2,71
153,16,6,22
153,20,6,64
154,3,7,59
154,7,7,29
154,9,2,30
154,10,8,52
154,12,7,25
154,14,9,36
154,15,7,64
154,16,8,18
154,18,10,13
154,19,6,62
155,3,4,63
155,8,1,50
155,9,9,34
155,10,0,11
155,12,5,49
155,13,1,50
155,14,10,24
155,15,9,16
155,16,10,48
155,18,1,26
156,1,2,19
156,3,7,25
156,4,2,12
156,10,3,16
156,11,10,24
156,12,3,11
156,15,0,10
156,18,3,25
156,19,6,12
156,20,3,25
157,0,0,14
157,1,4,21
157,2,1,22
157,5,1,21
157,6,3,25
157,9,7,11
157,11,2,29
157,13,4,13
157,17,7,13
157,19,8,27
158,1,9,45
158,3,6,44
158,4,3,48
158,5,5,20
158,6,3,27
158,15,6,59
158,16,1,24
158,17,9,45
158,18,7,28
158,20,0,50
159,0,7,22
159,1,9,16
159,3,1,47
159,4,5,40
159,6,10,51
159,11,6,49
159,12,7,35
159,16,6,21
159,19,0,38
159,20,8,31
160,0,7,33
160,2,4,16
160,5,8,58
160,7,9,36
160,8,2,40
160,12,0,50
160,13,2,27
160,17,1,33
160,18,10,52
160,19,8,13
161,0,8,37
161,6,0,14
161,7,9,25
161,9,9,34
161,11,10,17
161,12,5,16
161,13,3,39
161,16,2,35
161,17,5,29
161,20,9,10
162,2,1,43
162,3,2,29
162,7,2,58
162,10,3,47
162,11,1,19
162,12,1,28
162,15,2,48
162,17,5,10
162,18,7,56
162,20,4,61
163,2,6,12
163,3,1,29
163,5,9,21
163,7,2,38
163,8,3,25
163,10,4,16
163,12,0,25
163,15,0,26
163,16,0,36
163,20,8,23
164,0,8,31
164,2,6,15
164,3,5,10
164,4,6,19
164,6,3,30
164,7,2,17
164,11,0,14
164,14,9,22
164,18,6,16
164,19,10,32
165,4,0,29
165,5,3,37
165,8,8,15
165,9,1,13
165,10,6,18
165,11,2,10
165,12,7,17
165,13,3,34
165,17,4,33
165,20,1,10
166,0,3,69
166,3,0,80
166,5,7,64
166,6,7,40
166,9,9,47
166,11,0,47
166,12,0,43
166,15,8,56
166,19,5,74
166,20,5,39
167,0,3,24
167,5,7,23
167,7,3,18
167,9,10,28
167,10,7,33
167,12,0,34
167,13,7,24
167,15,7,14
167,16,2,10
167,18,0,30
168,1,8,17
168,3,7,10
168,5,4,26
168,7,7,15
168,8,9,11
168,9,0,25
168,10,3,12
168,11,5,27
168,12,6,23
168,20,2,14
169,5,2,33
169,6,10,31
169,10,5,21
169,11,10,31
169,12,6,18
169,13,1,43
169,14,10,32
169,17,3,13
169,19,1,11
169,20,6,28
170,0,10,20
170,2,5,19
170,4,4,10
170,6,10,18
170,7,6,13
170,9,1,20
170,11,10,14
170,16,5,18
170,17,0,10
170,20,7,10
171,0,1,34
171,3,4,50
171,4,8,35
171,6,10,53
171,7,8,32
171,11,5,54
171,13,8,13
171,15,10,49
171,16,4,48
171,17,3,33
172,0,7,11
172,2,7,25
172,4,6,29
172,5,2,28
172,8,5,26
172,9,7,16
172,10,5,18
172,12,3,32
172,15,8,32
172,17,7,32
173,1,2,22
173,2,2,24
173,4,5,10
173,6,9,18
173,7,2,23
173,9,8,12
173,10,7,21
173,15,3,12
173,18,10,19
173,20,10,10
174,0,1,13
174,3,6,11
174,4,10,20
174,5,9,16
174,6,0,24
174,9,10,13
174,11,9,28
174,13,5,26
174,15,4,15
174,17,8,13
